timestamp,question #,question,A,B,C,correct
2/18/2018 2:04,2,"According to the title of a classic horror movie, ""The Hills Have"" what?",Ugly Christmas sweaters,Eyes,So Many Questions,B
2/18/2018 2:05,3,The popular abbreviation TFW usually stands for what?,That Feeling When,"Too Funky, World",The Funniest Week,A
2/18/2018 2:07,4,A tarantula hawk is a type of what?,Bird,Snake,Wasp,C
2/18/2018 2:07,5,A stylized depiction of the Matterhorn is featured in what corporate logo?,Toblerone,Paramount Pictures,The North Face,A
2/18/2018 2:08,7,Daku is the pseudonym of a street artist known for his work in what city?,New Delhi,Tokyo,London,A
2/18/2018 2:09,8,"A controversial ‘90s episode of ""Oprah"" caused the price of which product to drop?",Diamonds,Soda,Beef,C
2/18/2018 2:10,9,Which of these terms does NOT refer to a sea slug?,Sea pig,Sea hare,Nudibranch,A
2/18/2018 2:12,11,Matt Damon &amp; Ben Affleck appear uncredited in which baseball movie?,Field of Dreams,Moneyball,Fever Pitch,A
2/19/2018 2:05,1,"In the nursery rhyme, Mary had a little what?",Laryngitis,Lamb,Log,B
2/19/2018 2:05,2,Which of these is a common machine used in construction?,Spoonlift,Sporklift,Forklift,C
2/19/2018 2:06,3,Who is considered the father of scientific classification?,Jose Reyes,Carl Linnaeus,Doctor Zaius,B
2/19/2018 2:07,4,Siri made its debut on which iPhone?,iPhone 4,iPhone 5,iPhone 4S,C
2/19/2018 2:08,5,Which of these is a poetry term for a stanza with four lines?,Limerick,Haiku,Quatrain,C
2/19/2018 2:09,6,Which band featured a regular didgeridoo player?,Dexys Midnight Runners,Jamiroquai,O.A.R.,B
2/19/2018 2:10,7,Which action star is the creator of an eponymous martial art?,Jackie Chan,Steven Seagal,Chuck Norris,C
2/19/2018 2:11,8,Which of these games is typically played using a deck with the fewest cards?,Euchre,Cribbage,Pinochle,A
2/19/2018 2:12,9,The cooking technique now known as tempura originated in which of these places?,Hawaii,South Korea,Portugal,C
2/19/2018 2:13,11,The top prize in architecture is named for the creator of what hotel chain?,Hyatt,Sheraton,Four Seasons,A
2/19/2018 2:16,12,Which company was named after its founder's unusual hairstyle?,Kinko's,Red Robin,Miracle-Gro,A
2/19/2018 20:03,1,"In a BLT sandwich, the ""T"" stands for what?",Tap water,Tunatini,Tomato,C
2/19/2018 20:04,2,Habitat for Humanity is a charity known for building what?,Luxury yachts,Monster truck courses,Houses,C
2/19/2018 20:05,3,Which of these is a part of the heart?,Aorta,Albedo,Avuncular,A
2/19/2018 20:05,4,"""Go Blue!"" is the rallying cry of what university's sports team?",U of Michigan,Michigan State,Ohio State,A
2/19/2018 20:07,5,A famous fossil found in an English cave has what cheesy name?,Stilton Man,Roquefort Man,Cheddar Man,C
2/19/2018 20:08,6,Which ingredient is typically listed first on jars of classic Nutella?,Hazelnuts,Cocoa,Sugar,C
2/19/2018 20:09,7,Which performer did NOT get booed while debuting at the Apollo Theater Amateur Night?,Lauryn Hill,T-Pain,Dave Chappelle,B
2/19/2018 20:09,8,Which of these poets' best-known works is a villanelle?,Robert Frost,Dylan Thomas,T.S. Eliot,B
2/19/2018 20:10,9,Which of these states does NOT have an official governor's mansion?,Alaska,Idaho,South Dakota,B
2/19/2018 20:12,11,"Jimi Hendrix, Frank Sinatra &amp; Bobby Darin all released songs with what name in the title?",Mary,Joe,Dolly,C
2/20/2018 2:05,1,"In theater, what phrase means ""good luck""?",Break a leg,Kick the bucket,Cut a rug,A
2/20/2018 2:06,2,Medicine you can buy without a prescription is said to be available over-the-what?,Counter,Transom,Rainbow,A
2/20/2018 2:07,3,What university's mascot is a cartoonish clergy member?,UC San Diego,Wake Forest,Notre Dame,B
2/20/2018 2:08,4,"The title of the play ""A Raisin in the Sun"" comes from a poem by which author?",Maya Angelou,Langston Hughes,Toni Morrison,B
2/20/2018 2:08,5,Which of these is an accurate statement about typhoons?,Type of cyclone,Originate as monsoons,Form south of equator,A
2/20/2018 2:10,7,Cinnamon is the primary flavoring of which liqueur?,Goldschläger,Frangelico,Drambuie,A
2/20/2018 2:10,8,"Which state's capital is likely named for a Native American word meaning ""good place to dig potatoes""?",Missouri,Kansas,Arkansas,B
2/20/2018 2:11,9,"By definition, a person with bad handwriting can be said to have what?",Paresthesia,Onychocryptosis,Griffonage,C
2/20/2018 2:12,10,Which of these biblical names was most popular for American babies in 2016?,Benjamin,Jacob,Elijah,A
2/20/2018 2:13,11,The Universalis Cosmographia is the first known map to feature what?,The term 'America',Compass rose,Circumnavigable Earth,A
2/20/2018 20:05,1,From what do baby chicks hatch?,Aluminum cans,Compact cars,Eggs,C
2/20/2018 20:05,2,The opening ceremonies of the Olympics have NOT won which major award?,Tony,Emmy,Grammy,A
2/20/2018 20:06,3,Which ballroom dance is typically performed in 3/4 time?,Rumba,Waltz,Tango,B
2/20/2018 20:07,4,What animal is traditionally the source of fried calamari?,Squid,Eel,Octopus,A
2/20/2018 20:08,5,What medical device must legally be available at U.S. public gathering places?,Oxygen tank,Defibrillator,EpiPen,B
2/20/2018 20:09,6,"A person writing clearly and correctly is often said to be following ""Strunk and"" whom?",White,Follett,Robert,A
2/20/2018 20:09,7,Who did NOT win back-to-back Best Actor Oscars?,James Stewart,Spencer Tracy,Tom Hanks,A
2/20/2018 20:10,8,"In the classic edition of Monopoly, which word appears in the name of two different spaces?",Pennsylvania,Pacific,North,A
2/20/2018 20:11,9,Which of these past Olympic mascots was an animal?,Izzy,Wenlock,Hodori,C
2/20/2018 20:12,10,What Caribbean island was the birthplace of Alexander Hamilton?,St. Kitts,Nevis,Anguilla,B
2/20/2018 20:13,11,Which CEO runs the NASDAQ-listed company with the highest market cap?,Tim Cook,Jeff Bezos,Satya Nadella,A
2/21/2018 2:13,2,"Which baseball player is NOT mentioned in Billy Joel's ""We Didn't Start the Fire""?",Jackie Robinson,Mickey Mantle,Roy Campanella,A
2/21/2018 20:03,1,"In billiards, what color is a standard eight-ball?",Burnt sienna,Millennial pink,Black,C
2/21/2018 20:04,2,Which of these liquids comes from an udder?,Milk,Apple juice,Coffee,A
2/21/2018 20:04,3,"What is the adjectival form of the word ""governor""?",Gavernoric,Gubernatorial,Governorian,B
2/21/2018 20:05,4,What area of London is synonymous with the city's world-class theater scene?,Chelsea,Knightsbridge,West End,C
2/21/2018 20:06,5,How do you find the reciprocal of a number?,Divide 1 by the number,Square the number,Subtract it from zero,A
2/21/2018 20:07,6,"Which website did the New York Times call ""the people's National Endowment for the Arts""?",Pinterest,Etsy,Kickstarter,C
2/21/2018 20:08,7,Which band had a member with the same stage name as a Revolutionary War admiral?,Led Zeppelin,Pink Floyd,The Kinks,A
2/21/2018 20:08,8,Which writer has NOT held the position now known as U.S. Poet Laureate?,Elizabeth Bishop,Robert Frost,Maya Angelou,C
2/21/2018 20:11,9,What was the first video game to call Mario by the name Mario?,Donkey Kong,Wrecking Crew,"Donkey Kong, Jr.",C
2/22/2018 15:03,1,What term is used for both a formal set of clothes and a set of playing cards?,Suit,Waistcoat,Tuxedo T-shirt,A
2/22/2018 15:04,2,Which object is usually in a conductor's hand during a performance?,Sleeping ferret,Baton,Box of tissues,B
2/22/2018 15:05,3,"""Chestnut"" and ""button"" are types of which ingredient?",Grape,Carrot,Mushroom,C
2/22/2018 15:05,4,What part of the body is damaged if you break your tibia?,Leg,Arm,Scalp,A
2/22/2018 15:06,5,"Which character does Jude Law play in the movie ""King Arthur: Legend of the Sword""?",Vortigern,Uther Pendragon,King Arthur,A
2/22/2018 15:07,6,Which monarch laid the foundation stone at Balmoral Castle?,Edward VII,Victoria,William IV,B
2/22/2018 15:08,7,"As of 2017, which of these industries had the highest percentage of the UK's GDP?",Service,Travel,Construction,A
2/22/2018 15:10,8,"In an episode of ""Friends"", what name was Ross supposed to say at his wedding ceremony instead of ""Rachel""?",Julie,Elizabeth,Emily,C
2/22/2018 15:10,9,Which of these animals is NOT a marsupial?,Bandicoot,Groundhog,Opossum,B
2/22/2018 15:12,11,Which of these authors was over 50 when his first novel was published?,Richard Adams,J.R.R. Tolkien,Robert Ludlum,A
2/22/2018 21:03,1,Armenia and Estonia are former members of which group of countries?,Soviet Union,United States,United Kingdom,A
2/22/2018 21:04,2,How is Jack Dawkins better known in a classic 19th century novel?,BoJack Horseman,Julius Caesar,Artful Dodger,C
2/22/2018 21:05,3,What is the maximum score a player can get in a turn of three darts?,100,250,180,C
2/22/2018 21:06,4,With whom did William Hewlett co-found a multi-national IT company?,Bill Gates,David Packard,Steve Jobs,B
2/22/2018 21:06,5,"Which Justin Timberlake hit contains the line ""she's flawless like some uncut ice""?",Lovestoned,Senorita,Like I Love you,A
2/22/2018 21:08,6,"In Rome, which of these ingredients is used to flavour ciabatta bread?",Oyster Sauce,Marjoram,Fermented Black Beans,B
2/22/2018 21:08,7,For which of these movies did Meryl Streep NOT win an Oscar?,Out of Africa,Sophie's Choice,The Iron Lady,A
2/22/2018 21:09,8,Which of these countries does NOT have the same name as its capital city?,Luxembourg,Djibouti,El Salvador,C
2/22/2018 21:10,9,"Since 2004, the World Chess Federation has had its headquarters in which city?",Oslo,Geneva,Athens,C
2/22/2018 21:11,10,Where did the budget retailer Poundland open its first store in 1990?,Basildon,Blackpool,Burton-upon-Trent,C
2/23/2018 15:03,1,Which of these offers protection during a battle?,Scrunchie,Armour,Snapchat glasses,B
2/23/2018 15:04,2,Which of these is the name of an English Test cricket ground?,The Oval,The Rectangle,The Trapezium,A
2/23/2018 15:05,3,"What is the first name of Holly Willoughby's regular co-host on ""This Morning""?",Pete,Phillip,Paul,B
2/23/2018 15:06,4,"Which of these figures is known as ""The History Guy"" on social media?",David Starkey,Dan Snow,Simon Schama,B
2/23/2018 15:07,5,Which of these Stephen King novels was written under a pseudonym?,The Shining,Salem's Lot,The Running Man,C
2/23/2018 15:08,6,Which of these web services was developed in the Noughties by a Russian schoolboy?,ChatRoulette,Bebo,MySpace,A
2/23/2018 15:08,7,For which movie did Tom Hanks receive his most recent acting Oscar nomination?,Cast Away,Captain Phillips,Bridge of Spies,A
2/23/2018 15:09,8,Which TV food competition winner opened the Wahaca chain of restaurants?,Nadiya Hussain,Candice Brown,Thomasina Miers,C
2/23/2018 15:10,9,Which of these countries has the fewest land borders with other countries?,France,Poland,Austria,B
2/23/2018 15:11,10,Which of these brands is NOT named after a person?,Boots,Bisto,Burberry,B
2/23/2018 15:11,11,"In total, Britain has just over 9,800 miles of which of the following?",Railways,Motorways,Canals,A
2/23/2018 15:13,12,Which of the Queen's children has the most grandchildren?,Andrew,Charles,Anne,C
3/5/2018 20:05,1,Which piece of clothing is meant to protect your head from the cold?,Earmuffs,Giant clock necklace,Toe socks,A
3/5/2018 20:06,2,What are candles commonly made out of?,Old Legos,Greek yogurt,Paraffin wax,C
3/5/2018 20:06,3,What form of singing was historically used to communicate between mountaintops?,Yodeling,Opera arias,Gregorian chanting,A
3/5/2018 20:07,4,Rumspringa is a rite of passage among which of these groups?,Mormons,Jehovah's Witnesses,Amish,C
3/5/2018 20:08,5,Which of these is a synonym for the opposite of a financial bull market?,Ursine market,Taurine market,Porcine market,A
3/5/2018 20:09,6,Which of these animals is technically a fish?,Porpoise,Orca,Whale shark,C
3/5/2018 20:10,8,A famously counterintuitive logic puzzle is named for what game show host?,Bob Barker,Richard Dawson,Monty Hall,C
3/5/2018 20:11,9,"Which company provided audio equipment that helped Disney produce ""Fantasia""?",Bang &amp; Olufsen,Hewlett-Packard,Dolby Laboratories,B
3/5/2018 20:12,10,Which nation does NOT have land on the island of Borneo?,Malaysia,Indonesia,Myanmar,C
3/5/2018 20:12,11,Which Billy Joel album opens with a sound effect that's appropriate to its title?,Storm Front,Turnstiles,Glass Houses,C
3/5/2018 20:14,12,Which of these words can NOT be typed exclusively using one row of a QWERTY keyboard?,Powertripper,Typewriter,Pirouetted,C
3/6/2018 2:05,1,Which of these is a popular form of live comedy?,Stand-up,Run-around,Lie-down,A
3/6/2018 2:06,2,Where is carpeting most commonly installed?,Floors,Walls,Roofs,A
3/6/2018 2:07,3,Which planet is famous for its massive and picturesque rings?,Venus,Saturn,Mercury,B
3/6/2018 2:08,4,Which pair of countries can be found on the Horn of Africa?,Egypt / Ethiopia,Ethiopia / Eritrea,Eritrea / Egypt,B
3/6/2018 2:09,5,Which of these words likely came into English through Yiddish?,Glitch,Ritzy,Kerfuffle,A
3/6/2018 2:09,6,Where on the body would you find the manipura chakra?,Over the belly button,Within the heart,Between the eyes,A
3/6/2018 2:10,7,Nerf balls were initially marketed as the world's first what?,Safety ball,Indoor ball,Baby ball,B
3/6/2018 2:11,8,San Francisco's Waldo Tunnel was renamed in 2016 after a noted what?,Actor,Politician,Athlete,A
3/6/2018 2:12,9,Which Baby-Sitters Club member was NOT included in the film version?,Jessi,Logan,Abby,C
3/6/2018 2:14,10,The part of a book disclosing its publication info is known as what?,Propindex,Colophon,Rectograf,B
3/6/2018 2:14,11,"In western media, what are astronauts from China called?",Taikonauts,Sinonauts,Spationauts,A
3/6/2018 2:15,12,Which of these is NOT an official Tetris sequel?,Wordtris,Maptris,Welltris,B
3/6/2018 20:06,1,Which of these are typically used to help motorists see the road better?,NBA highlights,Turkish delights,Headlights,C
3/6/2018 20:06,2,"By definition, an ambulatory person is what?",Walking,Making sounds,Hospital-bound,A
3/6/2018 20:07,3,What name does Marlon Brando famously yell in a 1951 film?,Laura,Stella,Marge,B
3/6/2018 20:08,4,Which of these island chains is in the Atlantic Ocean?,Marshall Islands,Falkland Islands,Svalbard,B
3/6/2018 20:08,5,"When it comes to math, which Greek letter is typically used to represent an angle?",Kappa,Lambda,Theta,C
3/6/2018 20:09,6,Madonna was inducted into the Rock &amp; Roll Hall of Fame by the singer of which song?,Crazy in Love,Toxic,Cry Me a River,C
3/6/2018 20:10,7,"When microwave ovens were first sold, they were named for what technology?",Laser,Radar,X-ray,B
3/6/2018 20:11,8,Which of these Emmas has a tattoo of a drawing by Paul McCartney?,Emma Watson,Emma Thompson,Emma Stone,C
3/6/2018 20:12,9,New Jersey native John Taylor is credited with creating what processed meat product?,Slim Jim,Frank 'n Stuff,Pork Roll,C
3/6/2018 20:12,10,Which of these contributed to John McEnroe's infamous Australian Open ejection?,Loose racket tape,Crying baby,Bird on the court,B
3/6/2018 20:14,11,Which of these items could FDR have used before he was president?,Beer can,Scotch tape,Ballpoint pen,B
3/7/2018 2:05,1,Which of these is a common term for a very tall building?,Air tickler,Skyscraper,Cloud sniffer,B
3/7/2018 2:07,2,Spider-Man is known for flinging what from his wrists?,Air freshener,Webs,Liquid cheese,B
3/7/2018 2:07,3,The skincare brand Aesop shares its name with a legendary what?,Fabulist,King,Farmer,A
3/7/2018 2:08,4,Which of these U.S. presidents was NEVER a vice president?,Herbert Hoover,Richard Nixon,Gerald Ford,A
3/7/2018 2:09,6,"During part of the Cold War, what city's MLB team added the word ""legs"" to its name?",Cincinnati,Pittsburgh,Boston,A
3/7/2018 2:10,7,Which company's 2012 smartphones included Beats Audio technology?,Samsung,Apple,HTC,C
3/7/2018 20:05,1,Which of these refers to asking someone to an end-of-school-year dance?,Planking,Promposal,Sip n' See,B
3/7/2018 20:07,2,"How would you say ""hello"" in Mandarin Chinese?",Sup dawg,Ni hao,Quemero Numero Uno,B
3/7/2018 20:07,3,Which of these newspapers was founded most recently?,Wall Street Journal,Washington Post,USA Today,C
3/7/2018 20:08,4,"In diamond rings, what shape best describes a ""princess"" cut?",Oval,Marquise,Square,C
3/7/2018 20:09,5,Which of these rivers forms at least part of the boundary of four U.S. states?,Rio Grande,Delaware,St. Lawrence,B
3/7/2018 20:09,6,Which brand of sparkling water was commercially introduced first?,Schweppes,Perrier,S.Pellegrino,A
3/7/2018 20:12,8,What type of tutu was designed for Balanchine's New York City Ballet?,Romantic,Pancake,Powder Puff,C
3/7/2018 20:14,10,Lady Godiva allegedly disrobed and rode a horse through the streets to oppose what?,Taxation,French influence,Religious decree,A
3/8/2018 2:05,1,The person who helps a weightlifter is typically known as what?,Waiter,CEO,Spotter,C
3/8/2018 2:06,2,"""Alice's Adventures in Wonderland"" features which of these characters?",Paul Blart,King of Queens,Queen of Hearts,C
3/8/2018 2:06,3,"Which of these places calls itself ""The City of Brotherly Love""?",Chicago,Philadelphia,Boston,B
3/8/2018 2:07,4,"Botanically speaking, what type of fruit is an avocado?",Berry,Gourd,Citrus,A
3/8/2018 2:08,5,Which of these NBA teams has a female owner?,Lakers,Timberwolves,Pacers,A
3/8/2018 2:09,6,"In the film that bears his name, what is John Wick's ""casus belli""?",Hostages,Money,Puppy,C
3/8/2018 2:10,7,"In pregnancy, the ECV method uses what to change the baby's position?",Sutures,Pressing hands,Cardiovascular exercise,B
3/8/2018 2:11,8,The only rock song to exit our solar system in hard-copy form is by what artist?,The Beatles,Chuck Berry,Little Richard,B
3/8/2018 2:11,9,Which of these was the name of one of Gap's original fragrances?,Eternity,Grass,Paradise,B
3/8/2018 20:04,1,What are omelets made out of?,Apps,Eggs,Imps,B
3/8/2018 20:05,2,Which of these is a form of precipitation?,Mail,Fail,Hail,C
3/8/2018 20:06,3,Which of these numbers is the smallest?,Inches in a yard,Tablespoons in a pint,Seconds in a minute,B
3/8/2018 20:06,4,"Where did the famous ""gentleman's agreement"" to end the U.S. Civil War take place?",Virginia,North Carolina,Georgia,A
3/8/2018 20:07,5,Which name does NOT typically appear on the label of a bottle of Tabasco sauce?,Charpentier,McIlhenny,Avery,A
3/8/2018 20:09,7,"The early computer program ""OXO"" played what game?",Tic-tac-toe,Minesweeper,Checkers,A
3/8/2018 20:09,8,Which of these nations does NOT lie on the Gulf of Bothnia?,Sweden,Finland,Estonia,C
3/8/2018 20:10,9,"In the mid-'70s, who became Saturday Night Live's first-ever musical guest?",Paul Simon,Billy Preston,NItty Gritty Dirt Band,B
3/8/2018 20:11,10,Thomas Edison once set up a company to build affordable housing made out of what?,Concrete,Rubber,Plastic foam,A
3/8/2018 20:12,11,"The most common English word that ends in ""-mt"" is closely tied to which activity?",Eating,Bathing,Sleeping,C
3/8/2018 20:13,12,"When the world's oldest subway system opened, which was one of the stations?",Farringdon Street,Union Square,Porte de Vincennes,A
3/9/2018 2:05,1,"In the old saying, when life gives you lemons you should do what?",Return those lemons,Make lemonade,Build a lemon house,B
3/9/2018 2:05,2,What implement would you use to sweep dust from a floor?,Broom,Saucepan,Pliers,A
3/9/2018 2:06,3,Which of these sports does NOT typically use any kind of net?,Badminton,American handball,Ice hockey,B
3/9/2018 2:06,4,Which company makes the TI-83 calculator?,Acer,Sharp,Texas Instruments,C
3/9/2018 2:07,5,"According to the U.S. government, which of these is correct?",Daylight Saving Time,Daylight Savings Time,Daylight Saving's Time,A
3/9/2018 2:08,6,Which of these is an official regulation for U.S. bourbon production?,Less than 50% corn,Made in Kentucky,Aged in oak container,C
3/9/2018 2:09,7,"Thanks to how the French language works, what is NATO called in France?",NAOT,NOTA,OTAN,C
3/9/2018 2:09,8,"What was the name of Calvin's schoolteacher in the comic ""Calvin and Hobbes""?",Miss Wormwood,Ms. Braithwaite,Mrs. Crassbender,A
3/9/2018 2:10,9,"Which of these words was used for a long time to refer to the letter ""Z""?",Izzard,Zephyr,Zelda,A
3/9/2018 2:11,10,The lead singer of Oingo Boingo provided music for which of these films?,Life of Pi,Her,Fifty Shades of Grey,C
3/9/2018 2:12,11,Which of these people has NOT given a Harvard Commencement speech?,Madeleine Albright,Oprah Winfrey,Sonia Sotomayor,C
3/9/2018 2:14,12,"In Europe, the two largest Channel Islands lend their names to breeds of what animal?",Sheep,Cows,Dogs,B
3/9/2018 20:05,1,Which of these is a popular movie theater snack?,Popcorn,Clam chowder,Boiled hog knuckles,A
3/9/2018 20:06,2,Which of these is a major landmark in China?,The Great Waffle,The Great Waterslide,The Great Wall,C
3/9/2018 20:07,3,Which of these singers is famous for playing the trumpet?,Mary J. Blige,Frank Sinatra,Louis Armstrong,C
3/9/2018 20:08,4,Which dessert shares its name with a Korean food made with intestines?,Rice pudding,Panna Cotta,Sundae,C
3/9/2018 20:09,5,Which of these Hugh Grant movies is rated R?,Love Actually,About a Boy,Notting Hill,A
3/9/2018 20:09,6,Which of these influential authors wrote the fewest published books?,Fran Lebowitz,John Kennedy Toole,J.D. Salinger,B
3/9/2018 20:10,7,The Notorious B.I.G. shares his real last name with the lead character in which film?,Braveheart,Amadeus,Malcolm X,A
3/9/2018 20:11,8,What was the first Disney Channel series to run for 100 episodes?,Even Stevens,Kim Possible,That's So Raven,C
3/9/2018 20:13,10,A men's size 10 shoe in the U.S. is what size in Japan?,Size 10,Size 7.5,Size 28,C
3/9/2018 20:13,11,Chat app Airtime was launched by the founder of what startup?,Napster,Myspace,Blogger,A
3/9/2018 20:14,12,"In 1943, Major League Baseball stopped using what material in game balls?",Rubber,Yarn,Cork,A
3/10/2018 2:09,1,Pickles are typically made with what ingredient?,Picks,Ells,Cucumbers,C
3/10/2018 2:10,2,Where was Abraham Lincoln's most famous address delivered?,Zendegi,Gettysburg,Tajikistan,B
3/10/2018 2:12,3,"What does the ""I"" in ""FBI"" stand for?",Information,Incorporated,Investigation,C
3/10/2018 2:12,4,"In 1992, which band released a single named for an alkali metal?",Green Day,Nirvana,Pearl Jam,B
3/10/2018 2:13,5,"In the U.S. Daylight Saving Time system, which season falls under Standard Time?",None,Summer,Winter,C
3/10/2018 2:17,7,Which historically black college is named for a member of the Rockefeller family?,Morehouse,Spelman,Howard,B
3/10/2018 2:17,8,What nation's currency shares its name with an iconic Sylvester Stallone character?,Panama,Romania,Turkmenistan,A
3/10/2018 2:19,9,"In a pool hall, ""firewood"" is often used as slang for what?",Cheap pool cue,Uneven pool table,Trick shot,A
3/11/2018 2:08,1,Korean pop music is often called what?,Hot jazz,Fiddlestick funk,K-pop,C
3/11/2018 2:08,2,"A classic 1936 book about the Civil War is called ""Gone with the"" what?",WiFi,Waffle House,Wind,C
3/11/2018 2:09,3,Antoni Gaudí's famous Sagrada Família cathedral can be found in what country?,France,Spain,Germany,B
3/11/2018 2:10,4,The classic version of the board game Operation asks players to remove a wrench from where?,Stomach,Head,Ankle,C
3/11/2018 2:11,5,"In U.S. credit, what did FICO originally stand for?","Fair, Isaac, and Company",Fresh Investment Credit,Factual Income Operation,A
3/11/2018 2:13,6,Which of these Amazon services was launched most recently?,Amazon Music,Amazon Mechanical Turk,Amazon Prime,A
3/11/2018 2:13,7,Which of these countries did NOT change its name in the 20th century?,Iran,Cambodia,Ecuador,C
3/11/2018 2:14,8,"Thanks to its looks, a common European frog shares a name with what herb?",Chive,Parsley,Rosemary,B
3/11/2018 2:15,10,Which animal does NOT appear on the St. Louis Cardinals' 2011 World Series rings?,Bird,Squirrel,Snake,C
3/12/2018 1:06,1,Which of these gadgets is designed to help you wake up?,Nose trimmer,Shake Weight,Alarm clock,C
3/12/2018 1:07,2,"In a 1952 musical, Gene Kelly was ""Singin' in the"" what?",Drive-thru,Rain,Rocky Mountains,B
3/12/2018 1:07,3,In which of these games do you yell the game's name when you win?,Bingo,Checkers,Chess,A
3/12/2018 1:08,4,What is the name of the artistic logo renderings that appear on Google's homepage?,Google Dudez,Google Doodles,Google Doodads,B
3/12/2018 1:09,5,In which of these places do brides traditionally get temporary tattoos of grooms' initials?,India,Mongolia,New Zealand,A
3/12/2018 1:11,7,"When used in cookbooks, maceration typically means doing what to food?",Slicing it,Searing it,Softening it,C
3/12/2018 1:11,8,Which women's college basketball team saw its record 111-game win streak snapped in 2017?,Tennessee University,LSU,UConn,C
3/12/2018 1:12,9,In which of these movies does the bootstrap paradox play a key role?,12 Monkeys,Alien,Gravity,A
3/12/2018 1:13,10,Which of these Robin Williams characters is a real person?,Daniel Hillard,Patch Adams,T. S. Garp,B
3/12/2018 1:13,11,Which of these clothing companies went public first?,Hermès,Hugo Boss,Ralph Lauren,B
3/12/2018 1:14,12,"The host of the first season of ""Top Chef"" was once married to whom?",Bobby Flay,Billy Joel,Salman Rushdie,B
3/12/2018 1:15,13,Which of these is a real Ivy League secret society?,Pacifica House,Serpent Club,Cross and Bones,A
3/12/2018 1:16,14,Which of these condiments was created by a monarch's personal chef?,Sriracha,Grey Poupon,A.1.,C
3/12/2018 1:17,15,"The first player featured on the cover of ""Madden NFL"" primarily played what position?",Wide receiver,Quarterback,Running back,C
3/12/2018 1:18,16,"In the King James Bible, Job worries about the taste of what food?",Manna,Fish,Egg whites,C
3/12/2018 1:19,17,"In the Styx song ""Mr. Roboto,"" the narrator's brain is made by what tech company?",Xerox,IBM,Yamaha,B
3/12/2018 1:21,18,Ross Perot once provided a $3 million credit line to help establish which chain?,GameStop,Mills Fleet Farm,LongHorn Steakhouse,A
3/12/2018 19:03,1,Which piece of camping gear do people typically sleep in?,Swiss Army knife,Propane stove,Sleeping bag,C
3/12/2018 19:04,2,Which of these is widely used as a cleaning product?,Ranch dressing,Barbecue sauce,Vinegar,C
3/12/2018 19:05,3,What's the correct spelling of the word for a high school's chief administrator?,Principal,Princepil,Principle,A
3/12/2018 19:07,6,Where would a doctor typically place a sphygmomanometer?,On your arm,Over your eye,On your tongue,A
3/12/2018 19:08,7,Which of these was the name of an American political splinter group?,Mugwumps,Gubbins,Ratoons,A
3/12/2018 19:08,8,What does the PVC in PVC pipe stand for?,Plexar Valve &amp; Conduit,Peter Vescey Corp.,Polyvinyl Chloride,C
3/12/2018 19:09,9,A successful jeans designer shares her name with which of these buildings?,Hearst Tower,30 Rockefeller Plaza,One Vanderbilt,C
3/12/2018 19:10,10,How does the IRS tax the digital currency known as Bitcoin?,Gambling income,Physical currency,Property,C
3/12/2018 19:11,11,"Before creating his own successful fast food operation, Dave Thomas worked for what chain?",McDonald's,Burger King,KFC,C
3/13/2018 1:04,1,What genre of book typically contains a person's life story?,Telephone book,Biography,IKEA assembly manual,B
3/13/2018 1:05,2,Actor John Wayne is most famous for playing what kind of character?,Cowboy,Big city lawyer,Boss baby,A
3/13/2018 1:06,3,Edgar Allan Poe's raven famously repeats what word?,Nevermore,Nevermind,Nevertheless,A
3/13/2018 1:07,4,The Cascade Range runs through which of these states?,Colorado,Oregon,Montana,B
3/13/2018 1:07,5,"""Long pimples"" is slang for equipment in which sport?",Cricket,Golf,Table tennis,C
3/13/2018 1:08,6,"On Disneyland's first day in 1955, which attraction was NOT present?",It's a Small World,Mad Tea Party,Mr. Toad's Wild Ride,A
3/13/2018 1:09,7,"Loyola University's ""Madagascar Madness"" is an annual race of what animal?",Cockroach,Civet,Aardvark,A
3/13/2018 1:10,8,Which artist reportedly got his signature look after leaving his regular glasses on a plane?,John Lennon,Buddy Holly,Roy Orbison,C
3/13/2018 1:11,9,"Around since 1996, which of these is one of the first-generation Pokémon?",Pupitar,Jumpluff,Seaking,C
3/13/2018 1:13,11,Which movie starring the rapper DMX is adapted from a novel?,Never Die Alone,Romeo Must Die,Belly,A
3/13/2018 1:14,12,Which of the following is NOT one of the eight primary ingredients in V8?,Lettuce,Leeks,Watercress,B
3/13/2018 19:04,1,What is the line dividing Earth into northern and southern hemispheres called?,Free throw line,Earth's waistline,Equator,C
3/13/2018 19:06,2,The Zambezi River can be found on which of these continents?,South America,Asia,Africa,C
3/13/2018 19:07,3,Which of these refers to a blend of spices?,Fenugreek,Vadouvan,Marjoram,B
3/13/2018 19:08,4,"The giant panda's scientific name is generally translated to ""black and white"" what?",Bamboo eater,Cat-foot,Sleep roller,B
3/13/2018 19:10,5,Which of these body parts contains the islets of Langerhans?,Brain,Gallbladder,Pancreas,C
3/13/2018 19:10,6,Which of these innovators has appeared on the Italian 1000-lire note?,Maria Montessori,Giovanni Maria Farina,Candido Jacuzzi,A
3/13/2018 19:11,7,Whitney Houston's debut album contains two duets with whom?,Luther Vandross,Jermaine Jackson,Bobby Brown,B
3/13/2018 19:13,8,"Posted by the co-founder, the first-ever photo on Instagram featured what filter?",Nashville,X-Pro II,Hefe,B
