timestamp,question #,question,A,B,C,correct,wrong,tryed_to_solve,right,time,
3/6/2018 20:08,5,"When it comes to math, which Greek letter is typically used to represent an angle?",Kappa,Lambda,Theta,C,WRONG,,,1.620669842,
3/6/2018 20:09,6,Madonna was inducted into the Rock & Roll Hall of Fame by the singer of which song?,Crazy in Love,Toxic,Cry Me a River,C,,NO_TRY,,2.186362028,
3/6/2018 20:10,7,"When microwave ovens were first sold, they were named for what technology?",Laser,Radar,X-ray,B,,,RIGHT,2.25714922,
3/6/2018 20:11,8,Which of these Emmas has a tattoo of a drawing by Paul McCartney?,Emma Watson,Emma Thompson,Emma Stone,C,,,RIGHT,4.242155552,
3/6/2018 20:12,9,New Jersey native John Taylor is credited with creating what processed meat product?,Slim Jim,Frank 'n Stuff,Pork Roll,C,,,RIGHT,2.659174681,
3/6/2018 20:12,10,Which of these contributed to John McEnroe's infamous Australian Open ejection?,Loose racket tape,Crying baby,Bird on the court,B,,NO_TRY,,3.564399719,
3/6/2018 20:14,11,Which of these items could FDR have used before he was president?,Beer can,Scotch tape,Ballpoint pen,B,,NO_TRY,,2.111079693,
3/7/2018 2:05,1,Which of these is a common term for a very tall building?,Air tickler,Skyscraper,Cloud sniffer,B,,,RIGHT,1.887033463,
3/7/2018 2:07,2,Spider-Man is known for flinging what from his wrists?,Air freshener,Webs,Liquid cheese,B,,,RIGHT,2.358410358,
3/7/2018 2:07,3,The skincare brand Aesop shares its name with a legendary what?,Fabulist,King,Farmer,A,,NO_TRY,,3.607960701,
3/7/2018 2:08,4,Which of these U.S. presidents was NEVER a vice president?,Herbert Hoover,Richard Nixon,Gerald Ford,A,WRONG,,,1.787086964,
3/7/2018 2:09,6,"During part of the Cold War, what city's MLB team added the word ""legs"" to its name?",Cincinnati,Pittsburgh,Boston,A,WRONG,,,2.129750967,
3/7/2018 2:10,7,Which company's 2012 smartphones included Beats Audio technology?,Samsung,Apple,HTC,C,WRONG,,,2.597356796,
3/7/2018 20:05,1,Which of these refers to asking someone to an end-of-school-year dance?,Planking,Promposal,Sip n' See,B,,NO_TRY,,3.626193523,
3/7/2018 20:07,2,"How would you say ""hello"" in Mandarin Chinese?",Sup dawg,Ni hao,Quemero Numero Uno,B,,NO_TRY,,1.447450399,
3/7/2018 20:07,3,Which of these newspapers was founded most recently?,Wall Street Journal,Washington Post,USA Today,C,WRONG,,,1.920841932,
3/7/2018 20:08,4,"In diamond rings, what shape best describes a ""princess"" cut?",Oval,Marquise,Square,C,,,RIGHT,1.421869278,
3/7/2018 20:09,5,Which of these rivers forms at least part of the boundary of four U.S. states?,Rio Grande,Delaware,St. Lawrence,B,,,RIGHT,4.789335489,
3/7/2018 20:09,6,Which brand of sparkling water was commercially introduced first?,Schweppes,Perrier,S.Pellegrino,A,,,RIGHT,1.645445585,
3/7/2018 20:12,8,What type of tutu was designed for Balanchine's New York City Ballet?,Romantic,Pancake,Powder Puff,C,,NO_TRY,,1.375549555,
3/7/2018 20:14,10,Lady Godiva allegedly disrobed and rode a horse through the streets to oppose what?,Taxation,French influence,Religious decree,A,,,RIGHT,1.675700903,
3/8/2018 2:05,1,The person who helps a weightlifter is typically known as what?,Waiter,CEO,Spotter,C,,NO_TRY,,2.677917957,
3/8/2018 2:06,2,"""Alice's Adventures in Wonderland"" features which of these characters?",Paul Blart,King of Queens,Queen of Hearts,C,,,RIGHT,2.831048727,
3/8/2018 2:06,3,"Which of these places calls itself ""The City of Brotherly Love""?",Chicago,Philadelphia,Boston,B,,,RIGHT,1.42373538,
3/8/2018 2:07,4,"Botanically speaking, what type of fruit is an avocado?",Berry,Gourd,Citrus,A,,,RIGHT,1.309432745,
3/8/2018 2:08,5,Which of these NBA teams has a female owner?,Lakers,Timberwolves,Pacers,A,,,RIGHT,1.5128057,
3/8/2018 2:09,6,"In the film that bears his name, what is John Wick's ""casus belli""?",Hostages,Money,Puppy,C,,NO_TRY,,1.897237301,
3/8/2018 2:10,7,"In pregnancy, the ECV method uses what to change the baby's position?",Sutures,Pressing hands,Cardiovascular exercise,B,,NO_TRY,,1.952197075,
3/8/2018 2:11,8,The only rock song to exit our solar system in hard-copy form is by what artist?,The Beatles,Chuck Berry,Little Richard,B,,,RIGHT,2.315290451,
3/8/2018 2:11,9,Which of these was the name of one of Gap's original fragrances?,Eternity,Grass,Paradise,B,,,RIGHT,1.845196486,
3/8/2018 20:04,1,What are omelets made out of?,Apps,Eggs,Imps,B,,,RIGHT,1.462073803,
3/8/2018 20:05,2,Which of these is a form of precipitation?,Mail,Fail,Hail,C,,,RIGHT,1.3380723,
3/8/2018 20:06,3,Which of these numbers is the smallest?,Inches in a yard,Tablespoons in a pint,Seconds in a minute,B,,NO_TRY,,3.26996088,
3/8/2018 20:06,4,"Where did the famous ""gentleman's agreement"" to end the U.S. Civil War take place?",Virginia,North Carolina,Georgia,A,,,RIGHT,2.396605253,
3/8/2018 20:07,5,Which name does NOT typically appear on the label of a bottle of Tabasco sauce?,Charpentier,McIlhenny,Avery,A,WRONG,,,1.631838322,
3/8/2018 20:09,7,"The early computer program ""OXO"" played what game?",Tic-tac-toe,Minesweeper,Checkers,A,,,RIGHT,1.756831884,
3/8/2018 20:09,8,Which of these nations does NOT lie on the Gulf of Bothnia?,Sweden,Finland,Estonia,C,WRONG,,,2.679443359,
3/8/2018 20:10,9,"In the mid-'70s, who became Saturday Night Live's first-ever musical guest?",Paul Simon,Billy Preston,NItty Gritty Dirt Band,B,WRONG,,,2.826877594,
3/8/2018 20:11,10,Thomas Edison once set up a company to build affordable housing made out of what?,Concrete,Rubber,Plastic foam,A,,,RIGHT,1.547945023,
3/8/2018 20:12,11,"The most common English word that ends in ""-mt"" is closely tied to which activity?",Eating,Bathing,Sleeping,C,,,RIGHT,2.098699331,
3/8/2018 20:13,12,"When the world's oldest subway system opened, which was one of the stations?",Farringdon Street,Union Square,Porte de Vincennes,A,,NO_TRY,,2.577345371,
3/9/2018 2:05,1,"In the old saying, when life gives you lemons you should do what?",Return those lemons,Make lemonade,Build a lemon house,B,,NO_TRY,,3.381495237,
3/9/2018 2:05,2,What implement would you use to sweep dust from a floor?,Broom,Saucepan,Pliers,A,,,RIGHT,1.916239023,
3/9/2018 2:06,3,Which of these sports does NOT typically use any kind of net?,Badminton,American handball,Ice hockey,B,WRONG,,,2.326449633,
3/9/2018 2:06,4,Which company makes the TI-83 calculator?,Acer,Sharp,Texas Instruments,C,,,RIGHT,2.427549839,
3/9/2018 2:07,5,"According to the U.S. government, which of these is correct?",Daylight Saving Time,Daylight Savings Time,Daylight Saving's Time,A,,NO_TRY,,3.632862806,
3/9/2018 2:08,6,Which of these is an official regulation for U.S. bourbon production?,Less than 50% corn,Made in Kentucky,Aged in oak container,C,,NO_TRY,,1.312535763,
3/9/2018 2:09,7,"Thanks to how the French language works, what is NATO called in France?",NAOT,NOTA,OTAN,C,,,RIGHT,1.803577423,
3/9/2018 2:09,8,"What was the name of Calvin's schoolteacher in the comic ""Calvin and Hobbes""?",Miss Wormwood,Ms. Braithwaite,Mrs. Crassbender,A,,,RIGHT,1.376342297,
3/9/2018 2:10,9,"Which of these words was used for a long time to refer to the letter ""Z""?",Izzard,Zephyr,Zelda,A,,NO_TRY,,3.973705769,
3/9/2018 2:11,10,The lead singer of Oingo Boingo provided music for which of these films?,Life of Pi,Her,Fifty Shades of Grey,C,WRONG,,,1.822190762,
3/9/2018 2:12,11,Which of these people has NOT given a Harvard Commencement speech?,Madeleine Albright,Oprah Winfrey,Sonia Sotomayor,C,WRONG,,,1.838303328,
3/9/2018 2:14,12,"In Europe, the two largest Channel Islands lend their names to breeds of what animal?",Sheep,Cows,Dogs,B,,NO_TRY,,2.632130146,
3/9/2018 20:05,1,Which of these is a popular movie theater snack?,Popcorn,Clam chowder,Boiled hog knuckles,A,,,RIGHT,2.699450254,
3/9/2018 20:06,2,Which of these is a major landmark in China?,The Great Waffle,The Great Waterslide,The Great Wall,C,,NO_TRY,,2.520251036,
3/9/2018 20:07,3,Which of these singers is famous for playing the trumpet?,Mary J. Blige,Frank Sinatra,Louis Armstrong,C,,,RIGHT,2.130113125,
3/9/2018 20:08,4,Which dessert shares its name with a Korean food made with intestines?,Rice pudding,Panna Cotta,Sundae,C,WRONG,,,1.600036383,
3/9/2018 20:09,5,Which of these Hugh Grant movies is rated R?,Love Actually,About a Boy,Notting Hill,A,WRONG,,,2.601562738,
3/9/2018 20:09,6,Which of these influential authors wrote the fewest published books?,Fran Lebowitz,John Kennedy Toole,J.D. Salinger,B,,NO_TRY,,3.096408606,
3/9/2018 20:10,7,The Notorious B.I.G. shares his real last name with the lead character in which film?,Braveheart,Amadeus,Malcolm X,A,,NO_TRY,,1.716691256,
3/9/2018 20:11,8,What was the first Disney Channel series to run for 100 episodes?,Even Stevens,Kim Possible,That's So Raven,C,,NO_TRY,,1.590937138,
3/9/2018 20:13,10,A men's size 10 shoe in the U.S. is what size in Japan?,Size 10,Size 7.5,Size 28,C,,NO_TRY,,1.861535311,
3/9/2018 20:13,11,Chat app Airtime was launched by the founder of what startup?,Napster,Myspace,Blogger,A,,,RIGHT,3.207098722,
3/9/2018 20:14,12,"In 1943, Major League Baseball stopped using what material in game balls?",Rubber,Yarn,Cork,A,,,RIGHT,1.835120201,
3/10/2018 2:09,1,Pickles are typically made with what ingredient?,Picks,Ells,Cucumbers,C,,,RIGHT,1.418083191,
3/10/2018 2:10,2,Where was Abraham Lincoln's most famous address delivered?,Zendegi,Gettysburg,Tajikistan,B,,,RIGHT,1.758332968,
3/10/2018 2:12,3,"What does the ""I"" in ""FBI"" stand for?",Information,Incorporated,Investigation,C,,,RIGHT,1.695344448,
3/10/2018 2:12,4,"In 1992, which band released a single named for an alkali metal?",Green Day,Nirvana,Pearl Jam,B,,NO_TRY,,3.621072054,
3/10/2018 2:13,5,"In the U.S. Daylight Saving Time system, which season falls under Standard Time?",None,Summer,Winter,C,,NO_TRY,,1.806353569,
3/10/2018 2:17,7,Which historically black college is named for a member of the Rockefeller family?,Morehouse,Spelman,Howard,B,,,RIGHT,1.346046209,
3/10/2018 2:17,8,What nation's currency shares its name with an iconic Sylvester Stallone character?,Panama,Romania,Turkmenistan,A,WRONG,,,1.759220362,
3/10/2018 2:19,9,"In a pool hall, ""firewood"" is often used as slang for what?",Cheap pool cue,Uneven pool table,Trick shot,A,WRONG,,,2.332798004,
3/11/2018 2:08,1,Korean pop music is often called what?,Hot jazz,Fiddlestick funk,K-pop,C,,,RIGHT,3.441769838,
3/11/2018 2:08,2,"A classic 1936 book about the Civil War is called ""Gone with the"" what?",WiFi,Waffle House,Wind,C,,,RIGHT,1.719563961,
3/11/2018 2:09,3,Antoni Gaudí's famous Sagrada Família cathedral can be found in what country?,France,Spain,Germany,B,,,RIGHT,1.86153841,
3/11/2018 2:10,4,The classic version of the board game Operation asks players to remove a wrench from where?,Stomach,Head,Ankle,C,WRONG,,,2.654568434,
3/11/2018 2:11,5,"In U.S. credit, what did FICO originally stand for?","Fair, Isaac, and Company",Fresh Investment Credit,Factual Income Operation,A,,,RIGHT,2.721438885,
3/11/2018 2:13,6,Which of these Amazon services was launched most recently?,Amazon Music,Amazon Mechanical Turk,Amazon Prime,A,WRONG,,,1.646348715,
3/11/2018 2:13,7,Which of these countries did NOT change its name in the 20th century?,Iran,Cambodia,Ecuador,C,WRONG,,,1.712770224,
3/11/2018 2:14,8,"Thanks to its looks, a common European frog shares a name with what herb?",Chive,Parsley,Rosemary,B,,,RIGHT,1.883143187,
3/11/2018 2:15,10,Which animal does NOT appear on the St. Louis Cardinals' 2011 World Series rings?,Bird,Squirrel,Snake,C,WRONG,,,4.201923847,
3/12/2018 1:06,1,Which of these gadgets is designed to help you wake up?,Nose trimmer,Shake Weight,Alarm clock,C,,,RIGHT,1.935186148,
3/12/2018 1:07,2,"In a 1952 musical, Gene Kelly was ""Singin' in the"" what?",Drive-thru,Rain,Rocky Mountains,B,,,RIGHT,1.508337021,
3/12/2018 1:07,3,In which of these games do you yell the game's name when you win?,Bingo,Checkers,Chess,A,,NO_TRY,,1.560311794,
3/12/2018 1:08,4,What is the name of the artistic logo renderings that appear on Google's homepage?,Google Dudez,Google Doodles,Google Doodads,B,,,RIGHT,1.622011662,
3/12/2018 1:09,5,In which of these places do brides traditionally get temporary tattoos of grooms' initials?,India,Mongolia,New Zealand,A,,,RIGHT,3.970328569,
3/12/2018 1:11,7,"When used in cookbooks, maceration typically means doing what to food?",Slicing it,Searing it,Softening it,C,,NO_TRY,,1.988466263,
3/12/2018 1:11,8,Which women's college basketball team saw its record 111-game win streak snapped in 2017?,Tennessee University,LSU,UConn,C,,,RIGHT,2.892159224,
3/12/2018 1:12,9,In which of these movies does the bootstrap paradox play a key role?,12 Monkeys,Alien,Gravity,A,WRONG,,,2.592475653,
3/12/2018 1:13,10,Which of these Robin Williams characters is a real person?,Daniel Hillard,Patch Adams,T. S. Garp,B,,NO_TRY,,3.060425758,
3/12/2018 1:13,11,Which of these clothing companies went public first?,Hermès,Hugo Boss,Ralph Lauren,B,,NO_TRY,,2.066653728,
3/12/2018 1:14,12,"The host of the first season of ""Top Chef"" was once married to whom?",Bobby Flay,Billy Joel,Salman Rushdie,B,,,RIGHT,2.595969677,
3/12/2018 1:15,13,Which of these is a real Ivy League secret society?,Pacifica House,Serpent Club,Cross and Bones,A,,NO_TRY,,3.056465149,
3/12/2018 1:16,14,Which of these condiments was created by a monarch's personal chef?,Sriracha,Grey Poupon,A.1.,C,,,RIGHT,2.181527138,
3/12/2018 1:17,15,"The first player featured on the cover of ""Madden NFL"" primarily played what position?",Wide receiver,Quarterback,Running back,C,,,RIGHT,1.646896362,
3/12/2018 1:18,16,"In the King James Bible, Job worries about the taste of what food?",Manna,Fish,Egg whites,C,,NO_TRY,,2.26924634,
3/12/2018 1:19,17,"In the Styx song ""Mr. Roboto,"" the narrator's brain is made by what tech company?",Xerox,IBM,Yamaha,B,,NO_TRY,,3.945161343,
3/12/2018 1:21,18,Ross Perot once provided a $3 million credit line to help establish which chain?,GameStop,Mills Fleet Farm,LongHorn Steakhouse,A,,NO_TRY,,2.165931225,
3/12/2018 19:03,1,Which piece of camping gear do people typically sleep in?,Swiss Army knife,Propane stove,Sleeping bag,C,WRONG,,,1.653355598,
3/12/2018 19:04,2,Which of these is widely used as a cleaning product?,Ranch dressing,Barbecue sauce,Vinegar,C,,,RIGHT,1.46495986,
3/12/2018 19:05,3,What's the correct spelling of the word for a high school's chief administrator?,Principal,Princepil,Principle,A,,,RIGHT,2.803924561,
3/12/2018 19:07,6,Where would a doctor typically place a sphygmomanometer?,On your arm,Over your eye,On your tongue,A,,NO_TRY,,3.138629675,
3/12/2018 19:08,7,Which of these was the name of an American political splinter group?,Mugwumps,Gubbins,Ratoons,A,,NO_TRY,,1.992925644,
3/12/2018 19:08,8,What does the PVC in PVC pipe stand for?,Plexar Valve & Conduit,Peter Vescey Corp.,Polyvinyl Chloride,C,,,RIGHT,1.547956228,
3/12/2018 19:09,9,A successful jeans designer shares her name with which of these buildings?,Hearst Tower,30 Rockefeller Plaza,One Vanderbilt,C,,NO_TRY,,1.941431999,
3/12/2018 19:10,10,How does the IRS tax the digital currency known as Bitcoin?,Gambling income,Physical currency,Property,C,,NO_TRY,,3.581632853,
3/12/2018 19:11,11,"Before creating his own successful fast food operation, Dave Thomas worked for what chain?",McDonald's,Burger King,KFC,C,,,RIGHT,1.783995628,
3/13/2018 1:04,1,What genre of book typically contains a person's life story?,Telephone book,Biography,IKEA assembly manual,B,,,RIGHT,2.115514517,
3/13/2018 1:05,2,Actor John Wayne is most famous for playing what kind of character?,Cowboy,Big city lawyer,Boss baby,A,,,RIGHT,1.788553953,
3/13/2018 1:06,3,Edgar Allan Poe's raven famously repeats what word?,Nevermore,Nevermind,Nevertheless,A,,,RIGHT,1.872858763,
3/13/2018 1:07,4,The Cascade Range runs through which of these states?,Colorado,Oregon,Montana,B,,,RIGHT,3.358651876,
3/13/2018 1:07,5,"""Long pimples"" is slang for equipment in which sport?",Cricket,Golf,Table tennis,C,,,RIGHT,1.803345919,
3/13/2018 1:08,6,"On Disneyland's first day in 1955, which attraction was NOT present?",It's a Small World,Mad Tea Party,Mr. Toad's Wild Ride,A,WRONG,,,2.016926527,
3/13/2018 1:09,7,"Loyola University's ""Madagascar Madness"" is an annual race of what animal?",Cockroach,Civet,Aardvark,A,,,RIGHT,1.458886147,
3/13/2018 1:10,8,Which artist reportedly got his signature look after leaving his regular glasses on a plane?,John Lennon,Buddy Holly,Roy Orbison,C,WRONG,,,3.392959833,
3/13/2018 1:11,9,"Around since 1996, which of these is one of the first-generation Pokémon?",Pupitar,Jumpluff,Seaking,C,,,RIGHT,2.447336197,
3/13/2018 1:13,11,Which movie starring the rapper DMX is adapted from a novel?,Never Die Alone,Romeo Must Die,Belly,A,WRONG,,,1.427810192,
3/13/2018 1:14,12,Which of the following is NOT one of the eight primary ingredients in V8?,Lettuce,Leeks,Watercress,B,WRONG,,,1.842538595,
3/13/2018 19:04,1,What is the line dividing Earth into northern and southern hemispheres called?,Free throw line,Earth's waistline,Equator,C,,,RIGHT,2.338040113,
3/13/2018 19:06,2,The Zambezi River can be found on which of these continents?,South America,Asia,Africa,C,,,RIGHT,2.859606266,
3/13/2018 19:07,3,Which of these refers to a blend of spices?,Fenugreek,Vadouvan,Marjoram,B,,,RIGHT,2.583985329,
3/13/2018 19:08,4,"The giant panda's scientific name is generally translated to ""black and white"" what?",Bamboo eater,Cat-foot,Sleep roller,B,,NO_TRY,,1.218768597,
3/13/2018 19:10,5,Which of these body parts contains the islets of Langerhans?,Brain,Gallbladder,Pancreas,C,,,RIGHT,1.936100245,
3/13/2018 19:10,6,Which of these innovators has appeared on the Italian 1000-lire note?,Maria Montessori,Giovanni Maria Farina,Candido Jacuzzi,A,,,RIGHT,3.56216383,
3/13/2018 19:11,7,Whitney Houston's debut album contains two duets with whom?,Luther Vandross,Jermaine Jackson,Bobby Brown,B,,,RIGHT,1.748409271,
3/13/2018 19:13,8,"Posted by the co-founder, the first-ever photo on Instagram featured what filter?",Nashville,X-Pro II,Hefe,B,WRONG,,,1.998390913,
3/14/2018 1:05,1,The place where your umbilical cord used to be is called what?,Lil' puddle,Wishing well,Belly button,C,,NO_TRY,,1.441426516,
3/14/2018 1:06,2,"In chess, which piece is typically the least powerful?",Queen B,Pawn,@KingJames,B,,,RIGHT,2.287624359,
3/14/2018 1:06,3,What is an infant koala called?,Joey,Chandler,Ross,A,,,RIGHT,3.218247414,
3/14/2018 1:07,4,What dance traditionally incorporates a technique called palmas?,Charleston,Cha-cha,Flamenco,C,,NO_TRY,,1.573226929,
3/14/2018 1:08,5,"What did the ""S"" in Ulysses S. Grant's name stand for?",Samuel,Nothing,Stewart,B,WRONG,,,1.719976902,
3/14/2018 1:09,6,A nebulizer helps administer medical treatment in what form?,Mist,Pills,Electrical current,A,,,RIGHT,1.701409101,
3/14/2018 1:09,7,Which of these brand mascots is usually seen in footwear?,Pillsbury Doughboy,Energizer Bunny,Tony the Tiger,B,,NO_TRY,,2.979780436,
3/14/2018 1:10,8,Which of these shows has NOT won a Golden Globe?,Jane the Virgin,Shameless,Crazy Ex-Girlfriend,B,,NO_TRY,,2.185186148,
3/14/2018 1:11,9,Which of these skincare products is in the Smithsonian?,Nivea Creme,Carmex lip balm,Stridex pads,C,,NO_TRY,,6.322482347,
3/14/2018 1:11,10,What company's bankruptcy led Congress to create the Pension Benefit Guaranty Corporation?,Enron,Studebaker,Pan Am,B,WRONG,,,3.222172976,
3/14/2018 1:13,12,"Which writer is credited with first penning the phrase, ""Elementary, my dear Watson""?",P.G. Wodehouse,Mark Twain,Graham Greene,A,,NO_TRY,,1.951715469,
3/14/2018 19:06,1,Which is a typical room in a suburban family home?,Bedroom,Foundry,Corral,A,,,RIGHT,1.727963686,
3/14/2018 19:06,2,Which haircut are male recruits most likely to get after joining the Army?,Beehive,Buzzcut,Bouffant,B,,NO_TRY,,3.418101072,
3/14/2018 19:07,3,"To calculate the mathematical constant pi, divide the circumference of a circle by its what?",Diameter,Crust,Area,A,WRONG,,,3.089800358,
3/14/2018 19:08,4,Which vessels draw blood away from the heart?,Capillaries,Arteries,Veins,B,,,RIGHT,1.53018856,
3/14/2018 19:08,5,Which of these is most likely to be worn in a traditional Bavarian outfit?,Dirndl,Dashiki,Dhoti,A,,,RIGHT,1.813754797,
3/14/2018 19:09,6,Which of these groups was initially created to stop currency counterfeiting?,Dept. of Defense,Homeland Security,Secret Service,C,,,RIGHT,2.63097167,
3/14/2018 19:11,8,"""The cake is a lie"" is a catchphrase originating in what hit video game?",Portal,BioShock,Minecraft,A,,NO_TRY,,4.029004574,
3/14/2018 19:11,9,Which is generally NOT a business expense you can claim on U.S. federal taxes?,Commuting to work,Advertising,Ballpoint pens,A,,NO_TRY,,1.510369062,
3/14/2018 19:12,10,What African country has a capital named for a U.S. president?,Liberia,Ghana,Togo,A,,,RIGHT,3.130143642,
3/14/2018 19:13,11,Which of these sports has the most players per team?,Women's lacrosse,Australian football,Rugby union,B,WRONG,,,3.699745655,
3/14/2018 19:14,12,"What phrase does NOT appear in the lyrics of the rock classic ""American Pie?""",Dirges in the dark,Barefoot servants,Fists of rage,B,,NO_TRY,,1.958270073,
3/15/2018 1:04,1,Which of these do you usually need a ticket to enter?,Pennsylvania,Public library,Movie theater,C,,NO_TRY,,1.490844965,
3/15/2018 1:05,2,"In the U.S., what do students typically complete right before going to college?",High school,Graduate school,Grade school,A,,,RIGHT,2.424326897,
3/15/2018 1:06,3,Which of these pies is typically made with a graham cracker crust?,Shepherd's Pie,Félix Pie,Key Lime Pie,C,,NO_TRY,,2.915433168,
3/15/2018 1:06,4,Which term is commonly used to refer to completely non-functional computer hardware?,Shoe,Turnip,Brick,C,,NO_TRY,,3.116969824,
3/15/2018 1:07,5,Which species is NOT one of humanity's two closest living relatives?,Orangutans,Chimpanzees,Bonobos,A,,NO_TRY,,1.52443099,
3/15/2018 1:08,6,Which of these is the name of a Beatle AND a New Testament Gospel?,Paul,John,Luke,B,,,RIGHT,1.712255001,
3/15/2018 1:09,7,Which of these grocery store chains is owned by a German family?,Wegmans,Trader Joe's,Kroger,B,,,RIGHT,3.546379566,
3/15/2018 1:10,8,Which of these self-proclaimed seers also wrote a well-known cookbook?,Long Island Medium,Nostradamus,The Amazing Kreskin,B,,NO_TRY,,2.704485416,
3/15/2018 1:10,9,A Londoner born within earshot of the St. Mary-le-Bow bells is said to be what?,Lion-hearted,Blessed,Cockney,C,,,RIGHT,1.460487604,
3/15/2018 1:11,10,Which of these must you enter to sail from the Black Sea to the Mediterranean?,Tyrrhenian Sea,Ionian Sea,Aegean Sea,C,,,RIGHT,1.666042566,
3/15/2018 1:12,11,What is the best-selling single-platform video game of all time?,Pokémon Red and Blue,GoldenEye 007,Wii Sports,C,,,RIGHT,2.870471954,
3/15/2018 1:13,12,Which of these characters has appeared in the most episodes of television?,Olivia Benson,J.R. Ewing,Frasier Crane,A,,NO_TRY,,3.259959698,
3/15/2018 19:04,1,Which of these is a planet in our solar system?,Krypton,Tilted Towers,Mars,C,,,RIGHT,1.597654819,
3/15/2018 19:04,2,"A common metaphor for an unpleasant subject is having what animal ""in the room""?",Scorpion,Rattlesnake,Elephant,C,,,RIGHT,2.255506754,
3/15/2018 19:05,3,Which letter of the alphabet often acts as either a consonant or a vowel?,X,Y,Z,B,WRONG,,,2.020511389,
3/15/2018 19:06,4,"Among U.S. state capitals, what is unique about Vermont's?",Only French name,Farthest north,Least populated,C,,NO_TRY,,3.662799597,
3/15/2018 19:08,5,Which of theses video games is an example of an augmented-reality game?,Pokémon Dash,Super Mario Run,Ingress,C,,NO_TRY,,1.698890924,
3/15/2018 19:09,6,"""Posse cut"" is common terminology in what profession?",Beautician,Animation director,Record producer,C,,NO_TRY,,2.023426294,
3/15/2018 19:10,7,Which of these places is geographically classified as an enclave?,Luxembourg,San Marino,Liechtenstein,B,WRONG,,,1.537182808,
3/15/2018 19:10,8,Which of these people is NOT credited as one of the discoverers of calculus?,Isaac Newton,Gottfried Leibniz,Carl Friedrich Gauss,C,WRONG,,,2.765613794,
3/15/2018 19:11,9,What nation's unit of currency shares its spelling with a past-tense English verb?,North Korea,Qatar,Afghanistan,A,,NO_TRY,,2.876250505,
3/15/2018 19:12,10,What legendary singer has a son who has directed a Will Ferrell movie?,James Taylor,Bob Dylan,David Bowie,B,,NO_TRY,,1.761105776,
3/16/2018 1:04,1,What is a photo you take of yourself commonly known as?,Selfie,Renaissance masterpiece,Narcissisto,A,,NO_TRY,,1.952255964,
3/16/2018 1:05,2,"As the old saying goes, when all you've got is a hammer, everything looks like a what?",Birthday cake,Thor,Nail,C,WRONG,,,2.775769711,
3/16/2018 1:06,3,Which of these is NOT a nickname for the NCAA Division I basketball tournament?,March Madness,Big Dance,Summer Slam,C,WRONG,,,2.985095024,
3/16/2018 1:06,4,Tricking someone in order to achieve a goal is an act of what?,Centrifuge,Calcifuge,Subterfuge,C,,NO_TRY,,1.607610464,
3/16/2018 1:07,5,"What are the two cities in Charles Dickens' ""A Tale of Two Cities""?",Manchester / Liverpool,Rome / Madrid,London / Paris,C,,NO_TRY,,2.099538565,
3/16/2018 1:08,6,Which of these birds can fly?,Whooper swan,Cassowary,Emu,A,,NO_TRY,,1.369813681,
3/16/2018 1:09,8,"Which of these is NOT a common English meaning of the Spanish word ""mañana""?",Morning,Tomorrow,Last night,C,,NO_TRY,,3.376033783,
3/16/2018 1:10,9,"According to Emily Post, what is the ONLY fork placed on the right side of the plate?",Oyster fork,Salad fork,Dessert fork,A,,NO_TRY,,3.943895578,
3/16/2018 1:10,10,"The word ""wisdom"" is often used as a term to refer to a group of what animal?",Walrus,Wolverine,Wombat,C,WRONG,,,2.096744537,
3/16/2018 1:13,12,Which of these was a real video game title featured in arcades in the 1980s?,Pac-Man 3,Dig Dug 3,Donkey Kong 3,C,,,RIGHT,3.933557749,
3/16/2018 19:04,1,"According to legend, what did St. Patrick drive out of Ireland?",All of the snakes,Tesla roadster,Miss Daisy,A,,NO_TRY,,2.182436705,
3/16/2018 19:04,2,A lifeguard is most likely to keep watch over what?,Swimming pool,Movie drive-in,Chess match,A,,,RIGHT,1.597601891,
3/16/2018 19:05,3,"Which physical activity is performed in a space known as a ""box""?",Tubing,Crossfit,Hiking,B,,NO_TRY,,1.903567791,
3/16/2018 19:06,4,Which of these is a real-life world-champion female fighter in the UFC?,Cris Cyborg,Ronda Robot,Allie Android,A,,NO_TRY,,4.357599258,
3/16/2018 19:07,5,Which swimsuit style was named after a coral reef?,Bandeau,Sarong,Bikini,C,,,RIGHT,1.623428822,
3/16/2018 19:08,6,Which of these universities has produced the most Heisman Trophy winners?,Notre Dame,Florida State,Auburn,A,,,RIGHT,1.945763826,
3/16/2018 19:08,7,"Which Spanish word is NOT a rhyme in the hit 2017 song ""Despacito""?",Amorito,Manuscrito,Laberinto,A,,NO_TRY,,1.95900631,
3/16/2018 19:09,8,"Oslo, Norway is home to a museum featuring thousands of what mini items?",PEZ dispensers,Bottles,Troll dolls,B,,NO_TRY,,3.780849218,
3/16/2018 19:10,9,"The famed opera ""Fidelio"" has the same composer as what work?",Für Elise,The Magic Flute,La Traviata,A,,NO_TRY,,1.937620878,
3/16/2018 19:10,10,The CEO of Domino's came to the company after working with what kind of food?,Italian food,Mexican food,Baby food,C,,NO_TRY,,2.447438478,
3/16/2018 19:11,11,Which of these is NOT the name of a trick in competitive yo-yoing?,Slack trapeze,Sword and shield,Spiral drop,C,,NO_TRY,,1.481492281,
3/16/2018 19:12,12,"Which memorable word from ""The Simpsons"" also appears in Shakespeare's ""Richard II""?",Cromulent,Embiggens,Unpossible,C,,NO_TRY,,3.816960812,
